"","Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","hcluster"
"1251",164884,0,35226,18,1734,2,5283,4
"1252",29707,0,300,3,0,0,5275,1
"1253",26325,0,14559,20,1310,2,5521,1
"1254",28553,0,13844,5,0,0,5517,1
"1255",152421,0,17045,20,500,1,5510,4
"1256",17699,0,0,0,0,0,5505,1
"1257",70565,2408,25261,15,750,2,5499,2
"1258",15450,0,50,1,50,1,5499,1
"1259",71736,0,53602,25,50,1,5485,2
"1260",37926,0,25153,7,0,0,5845,2
"1261",58628,0,22581,13,0,0,5471,2
"1262",31007,0,5700,6,1200,4,5465,1
"1263",11494,0,8425,15,4700,11,5487,1
"1264",27469,0,1,3,0,0,5461,1
"1265",44760,0,3105,6,100,2,5455,2
"1266",7210,0,2402,13,0,0,5449,1
"1267",92402,0,40825,14,0,0,5443,2
"1268",22831,0,4500,15,0,0,5442,1
"1269",59113,0,46808,32,0,0,5435,2
"1270",24608,0,62774,21,0,0,5430,2
"1271",16103,0,10819,13,0,0,5427,1
"1272",51261,0,2000,4,2000,4,4904,2
"1273",24698,0,1329,5,500,1,4267,1
"1274",88177,0,53468,19,400,1,5080,2
"1275",74453,0,5500,3,0,0,5181,2
"1276",39601,0,4066,12,0,0,5434,2
"1277",1227,0,0,0,0,0,5786,1
"1278",138254,0,24100,9,0,0,5420,4
"1279",18046,0,162,4,0,0,5416,1
"1280",108395,0,8598,8,0,0,5416,4
"1281",21839,0,1375,4,0,0,5411,1
"1282",11542,0,49100,16,1500,3,5405,2
"1283",41648,0,32117,35,2200,5,5408,2
"1284",39908,0,45824,29,0,0,5394,2
"1285",14889,0,1500,2,0,0,5393,1
"1286",103796,0,63335,26,250,1,5021,4
"1287",69323,0,5140,2,0,0,4786,2
"1288",21599,0,5561,13,0,0,5302,1
"1289",60936,0,56381,17,0,0,5051,2
"1290",148053,0,10250,2,250,1,5301,4
"1291",10702,0,200,2,200,2,5272,1
"1292",249,0,1000,1,0,0,5204,1
"1293",36290,0,8600,13,2600,9,5111,1
"1294",157416,0,67795,16,0,0,5132,4
"1295",1511,0,2250,11,0,0,5051,1
"1296",184701,0,45629,13,500,1,4989,5
"1297",139298,0,0,0,0,0,4965,4
"1298",82380,0,2601,13,0,0,5071,2
"1299",115591,867,9500,20,2500,16,4967,4
"1300",107333,0,4374,5,1874,4,5063,4
"1301",737514,0,43993,40,2150,7,5030,3
"1302",23023,0,0,0,0,0,5087,1
"1303",43403,1846,3350,12,3350,12,3930,2
"1304",15719,0,5740,13,0,0,4974,1
"1305",128676,0,8500,3,0,0,5164,4
"1306",8836,0,4788,6,808,3,4544,1
"1307",94875,0,58314,25,800,7,4736,2
"1308",27243,0,6785,12,0,0,4606,1
"1309",64969,0,1135,13,0,0,4996,2
"1310",6112,0,0,0,0,0,5072,1
"1311",71784,0,39276,20,0,0,4936,2
"1312",31484,0,3125,11,0,0,4117,1
"1313",17995,0,0,0,0,0,4994,1
"1314",40994,0,26916,15,500,1,5078,2
"1315",286101,1000,72965,31,3000,11,4666,5
"1316",205219,0,30347,19,0,0,4792,5
"1317",74777,0,20630,8,0,0,5384,2
"1318",218191,0,24630,17,0,0,5240,5
"1319",22132,0,0,0,0,0,5150,1
"1320",83508,1514,11268,13,2176,2,5069,2
"1321",88122,0,19408,13,0,0,5174,2
"1322",152284,0,77045,38,1648,10,4996,4
"1323",4146,0,3750,9,0,0,5210,1
"1324",25272,0,0,0,0,0,5189,1
"1325",21855,0,200,3,0,0,5383,1
"1326",63454,0,49068,13,0,0,5383,2
"1327",24292,0,6558,10,0,0,5276,1
"1328",60168,0,44133,16,0,0,4313,2
"1329",9554,0,2710,3,0,0,5064,1
"1330",30130,0,9192,15,0,0,4993,1
"1331",12665,0,4125,24,0,0,4539,1
"1332",9860,0,99,1,99,1,5055,1
"1333",10069,0,200,1,0,0,4933,1
"1334",2224,0,0,0,0,0,5098,1
"1335",40576,0,0,0,0,0,5118,2
"1336",5667,0,5667,4,0,0,4937,1
"1337",59791,0,3254,7,0,0,4602,2
"1338",128664,8019,44298,16,50,1,5155,4
"1339",126947,0,2350,2,350,1,5167,4
"1340",189235,0,20487,20,0,0,5282,5
"1341",38604,0,625,5,0,0,5184,2
"1342",73008,0,12930,18,0,0,5050,2
"1343",62942,500,4752,8,2121,6,5070,2
"1344",33057,763,5190,5,0,0,4828,1
"1345",42572,0,21809,14,100,1,5070,2
"1346",38671,0,2200,9,1000,5,5192,2
"1347",5320,0,2275,9,0,0,5084,1
"1348",228529,0,24687,14,500,1,4924,5
"1349",46272,0,5720,10,800,3,5092,2
"1350",113758,0,12616,14,0,0,5199,4
"1351",105458,0,750,4,700,2,4924,4
"1352",39946,0,16951,14,0,0,5282,2
"1353",92859,0,33378,15,0,0,5185,2
"1354",25158,0,52278,17,0,0,5079,2
"1355",82270,0,24612,6,0,0,5270,2
"1356",97155,0,10004,3,0,0,5244,2
"1357",153197,0,14712,17,100,1,5189,4
"1358",55864,0,3691,6,500,1,5251,2
"1359",23890,0,35574,19,0,0,5031,2
"1360",46545,1000,0,0,0,0,5066,2
"1361",7354,0,0,0,0,0,5050,1
"1362",45031,0,1000,1,0,0,5227,2
"1363",16125,0,23288,17,0,0,5210,1
"1364",200,0,200,1,200,1,5254,1
"1365",195754,0,98535,40,2550,9,5202,5
"1366",54189,0,8940,17,0,0,4791,2
"1367",15439,0,490,3,0,0,5147,1
"1368",56308,0,2500,3,1000,2,4688,2
"1369",1000,0,0,0,0,0,4769,1
"1370",45412,0,1100,3,1100,3,5163,2
"1371",21582,0,10811,15,0,0,4695,1
"1372",16866,0,0,0,0,0,5072,1
"1373",86011,0,31769,18,0,0,5381,2
"1374",31786,0,2661,10,0,0,5380,1
"1375",16994,0,1550,3,1050,2,5379,1
"1376",5824,0,0,0,0,0,5401,1
"1377",17587,0,17587,7,0,0,5367,1
"1378",1000,0,0,0,0,0,5367,1
"1379",91670,0,48193,17,1000,2,5365,2
"1380",92800,0,62042,23,350,1,5358,2
"1381",31134,0,20108,17,0,0,5352,2
"1382",57002,0,2570,13,0,0,5350,2
"1383",66516,0,45406,16,200,1,5311,2
"1384",18154,0,7748,16,0,0,5310,1
"1385",320997,2556,82255,24,0,0,5345,5
"1386",14345,0,50752,16,0,0,5487,2
"1387",43603,0,17100,4,100,1,5335,2
"1388",1836,0,850,4,350,3,5329,1
"1389",156041,0,5644,13,0,0,5324,4
"1390",49145,0,12755,22,2450,7,5323,2
"1391",11648,0,475,4,0,0,5318,1
"1392",14525,0,4625,28,0,0,5317,1
"1393",10689,0,2750,15,0,0,5315,1
"1394",37552,0,100,1,0,0,5340,1
"1395",210350,0,56754,14,0,0,5302,5
"1396",26156,0,23831,16,0,0,5297,2
"1397",32061,0,1100,6,0,0,5295,1
"1398",355145,0,61926,29,806,8,5288,3
"1399",6000,0,0,0,0,0,5286,1
"1400",30892,0,11474,11,0,0,5283,1
"1401",29263,0,15184,13,0,0,5279,1
"1402",221432,0,31975,21,0,0,5275,5
"1403",43761,0,5398,16,0,0,5268,2
"1404",21393,0,5040,2,0,0,5262,1
"1405",108950,0,3300,9,3300,9,5259,4
"1406",25089,0,40763,19,550,2,5259,2
"1407",77709,0,36028,19,100,2,5253,2
"1408",22533,1000,22206,17,100,1,5248,1
"1409",25302,0,11312,13,0,0,5245,1
"1410",11908,0,0,0,0,0,5240,1
"1411",176982,0,2299,9,0,0,5234,5
"1412",8723,0,77923,15,0,0,5231,2
"1413",9071,0,1647,9,0,0,5225,1
"1414",144848,0,37056,15,0,0,5219,4
"1415",130364,0,62083,15,250,1,5213,4
"1416",15592,4924,37173,13,0,0,5209,2
"1417",25404,0,2125,7,500,1,5203,1
"1418",34584,0,6962,21,1500,7,5202,1
"1419",32313,0,29188,27,0,0,5397,2
"1420",168897,0,37451,24,400,2,5189,4
"1421",68891,1697,37257,14,500,1,5178,2
"1422",18068,0,0,0,0,0,5174,1
"1423",137134,0,92740,20,0,0,5170,4
"1424",26561,0,100,1,0,0,4926,1
"1425",22093,0,14857,11,200,1,2587,1
"1426",58538,1739,48670,19,500,2,4352,2
"1427",29667,0,5304,19,0,0,4841,1
"1428",88093,0,15518,13,343,1,4660,2
"1429",472241,500,3600,12,3500,11,5045,3
"1430",62569,0,33765,19,50,1,4888,2
"1431",20982,0,44238,18,0,0,4716,2
"1432",44665,0,333,2,333,2,3601,2
"1433",22639,0,1840,4,0,0,5168,1
"1434",120152,0,6250,27,3750,26,4497,4
"1435",51402,0,4375,14,0,0,4978,2
"1436",32749,0,450,3,450,3,5050,1
"1437",170309,0,66546,20,4130,4,5009,4
"1438",18924,0,4000,18,0,0,5168,1
"1439",61919,0,39163,14,350,1,5157,2
"1440",193547,0,3544,12,0,0,5153,5
"1441",57927,0,1500,3,1500,3,5149,2
"1442",161321,0,59645,21,0,0,5147,4
"1443",66936,2370,3450,5,950,4,5147,2
"1444",72178,0,2100,10,0,0,5139,2
"1445",33964,0,300,3,0,0,5128,1
"1446",94272,0,11098,16,0,0,5121,2
"1447",53360,0,7251,5,6251,4,5120,2
"1448",3578,0,0,0,0,0,5114,1
"1449",29342,0,5835,4,0,0,5153,1
"1450",28228,0,12948,13,300,1,5108,1
"1451",118601,0,51240,19,0,0,5105,4
"1452",24660,0,7206,14,0,0,5136,1
"1453",147822,0,42469,18,0,0,5107,4
"1454",190208,0,37122,38,1800,6,5091,5
"1455",2625,0,125,1,0,0,5087,1
"1456",49438,0,33912,14,0,0,5085,2
"1457",24930,0,13060,9,0,0,5084,1
"1458",89835,0,9058,11,0,0,5080,2
"1459",46734,0,10007,18,0,0,5080,2
"1460",315273,0,12584,9,4084,4,5079,3
"1461",50,0,50,1,50,1,5073,1
"1462",97416,0,63679,29,0,0,5093,2
"1463",127768,0,65264,21,250,1,5064,4
"1464",139882,0,47089,15,0,0,4859,4
"1465",10740,0,0,0,0,0,4926,1
"1466",57330,0,380,3,0,0,4986,2
"1467",33560,0,2600,14,0,0,4604,1
"1468",53210,0,11422,10,0,0,4993,2
"1469",9795,0,0,0,0,0,4960,1
"1470",16984,0,10334,15,0,0,4884,1
"1471",46349,0,33923,20,1100,2,4856,2
"1472",118079,0,43298,16,500,1,4867,4
"1473",29632,0,0,0,0,0,4898,1
"1474",164307,0,21704,14,0,0,4023,4
"1475",13490,0,0,0,0,0,4870,1
"1476",36296,0,5780,6,0,0,4600,2
"1477",190429,6168,27500,11,1500,3,4974,5
"1478",120447,0,53804,15,350,1,4840,4
"1479",35094,0,4000,11,0,0,4944,1
"1480",208804,0,56204,31,500,1,4429,5
"1481",30662,0,0,0,0,0,4996,1
"1482",157452,0,45312,18,0,0,4471,4
"1483",24266,0,2375,12,0,0,4111,1
"1484",49991,0,44146,27,2510,4,4803,2
"1485",42275,925,4100,6,1600,5,4712,2
"1486",59162,0,2520,7,0,0,4726,2
"1487",109625,0,63372,19,500,1,5056,4
"1488",30486,0,0,0,0,0,5051,1
"1489",240904,2288,63385,22,350,1,5045,5
"1490",266776,0,8370,30,6520,28,5042,5
"1491",20818,0,15214,4,0,0,5036,1
"1492",106509,0,1113,7,0,0,5036,4
"1493",65982,0,1750,4,750,3,5030,2
"1494",9002,0,1586,9,0,0,4933,1
"1495",16088,0,17872,15,0,0,4563,1
"1496",10079,0,569,8,0,0,4651,1
"1497",48863,0,71013,18,1050,3,4925,2
"1498",137402,0,950,6,200,3,4685,4
"1499",71076,1000,10000,1,0,0,4820,2
"1500",20630,0,2045,4,0,0,4643,1
"1501",119180,1467,9275,20,1300,6,4657,4
"1502",54116,1846,34997,14,0,0,4848,2
"1503",36665,0,1625,6,0,0,4747,1
"1504",507371,0,51765,18,450,1,4770,3
"1505",48721,0,18781,12,300,3,4672,2
"1506",391222,0,27471,20,1600,7,4905,3
"1507",88668,0,9889,15,100,1,4903,2
"1508",46074,0,2193,11,0,0,4419,2
"1509",1923,0,1170,2,0,0,4615,1
"1510",46030,0,4375,27,0,0,4566,2
"1511",31236,0,2250,13,0,0,4523,1
"1512",18351,0,0,0,0,0,4744,1
"1513",4779,0,600,2,0,0,4926,1
"1514",124775,1704,11564,8,700,2,4847,4
"1515",66923,0,17139,12,0,0,4875,2
"1516",24008,0,540,3,0,0,4901,1
"1517",118415,2329,4475,10,100,1,4545,4
"1518",2793,0,8000,3,0,0,4588,1
"1519",70464,0,4000,4,1000,2,4889,2
"1520",71930,0,32774,13,500,1,4300,2
"1521",126484,0,5942,13,3192,11,4758,4
"1522",39503,0,16671,18,2339,2,4884,2
"1523",7291,0,0,0,0,0,4104,1
"1524",4838,0,23592,16,500,1,5024,1
"1525",73811,0,25394,14,1000,2,5021,2
"1526",156219,0,55874,24,0,0,5015,4
"1527",114376,0,33949,15,0,0,5009,4
"1528",23965,0,7308,16,550,3,5003,1
"1529",45766,0,4550,11,1300,7,5002,2
"1530",57857,1099,62650,37,12400,29,4996,2
"1531",19998,0,4309,13,0,0,4995,1
"1532",29506,0,4826,16,500,2,4993,1
"1533",6020,1505,0,0,0,0,4986,1
"1534",27989,0,25369,16,2729,2,4981,2
"1535",21933,0,27166,15,550,1,4974,2
"1536",58758,0,6500,38,0,0,4974,2
"1537",86069,0,35282,21,0,0,4972,2
"1538",8350,0,2125,10,0,0,4967,1
"1539",26862,0,15510,15,0,0,4965,1
"1540",133853,0,68136,14,0,0,4960,4
"1541",72623,0,0,0,0,0,4957,2
"1542",36887,0,9048,11,0,0,4951,2
"1543",49737,0,60922,22,550,2,4946,2
"1544",53869,0,6750,26,0,0,4940,2
"1545",5264,0,0,0,0,0,4496,1
"1546",132132,6920,20443,18,1310,4,3916,4
"1547",319241,0,71867,36,0,0,4692,5
"1548",333346,2139,52013,31,4309,12,4469,3
"1549",22459,0,104,2,0,0,4215,1
"1550",65021,0,10369,12,0,0,3547,2
"1551",44205,0,28340,13,0,0,3676,2
"1552",18433,0,3174,9,0,0,3930,1
"1553",6341,0,3658,12,0,0,3706,1
"1554",3641,0,1164,3,0,0,3603,1
"1555",39207,0,965,3,0,0,3757,2
"1556",63362,0,16331,15,350,1,3544,2
"1557",220267,0,8500,4,0,0,4716,5
"1558",329,0,23492,14,0,0,4868,1
"1559",22424,0,648,2,0,0,3951,1
"1560",36805,0,13018,16,0,0,3799,2
"1561",63437,0,7160,15,0,0,4595,2
"1562",8962,4481,0,0,0,0,4198,1
"1563",7922,0,0,0,0,0,4491,1
"1564",113731,0,1700,5,700,4,4482,4
"1565",12612,0,0,0,0,0,4170,1
"1566",45916,0,675,6,500,2,2818,2
"1567",51324,0,20533,14,0,0,4408,2
"1568",412,0,13000,1,0,0,4761,1
"1569",8103,0,2750,15,0,0,4776,1
"1570",91237,0,78864,26,0,0,4321,2
"1571",17388,0,0,0,0,0,4232,1
"1572",52046,0,1058,8,683,7,3456,2
"1573",50015,0,20839,16,50,1,4497,2
"1574",45340,0,14063,16,500,1,4660,2
"1575",200963,0,6164,4,150,1,4782,5
"1576",85884,0,7742,9,0,0,4692,2
"1577",4236,0,3000,7,0,0,4148,1
"1578",55843,0,6000,3,0,0,4341,2
"1579",43000,0,1273,4,173,1,4646,2
"1580",5573,0,1958,17,0,0,3714,1
"1581",2080,0,0,0,0,0,4635,1
"1582",43686,0,4039,12,0,0,4328,2
"1583",11001,0,255,5,0,0,4315,1
"1584",10146,0,26633,12,0,0,4509,1
"1585",35062,0,16237,26,0,0,4152,2
"1586",11866,0,6139,9,0,0,4667,1
"1587",41048,0,1195,3,0,0,4856,2
"1588",25004,0,1113,3,0,0,4860,1
"1589",194074,1448,12500,6,0,0,4701,5
"1590",65952,0,34770,14,0,0,4827,2
"1591",265532,0,4652,13,0,0,4849,5
"1592",61286,0,1500,5,0,0,4755,2
"1593",118177,0,20910,18,402,1,4811,4
"1594",183370,0,30988,14,12988,9,4848,4
"1595",98608,0,969,12,0,0,4663,2
"1596",22529,0,5115,20,3400,16,4865,1
"1597",2502,0,15500,4,500,1,4761,1
"1598",123430,0,49987,17,0,0,4798,4
"1599",36219,0,4044,10,0,0,4595,1
"1600",61405,250,32316,20,1350,8,4828,2
"1601",3789,0,181,3,0,0,4756,1
"1602",16065,0,0,0,0,0,4456,1
"1603",404142,0,75509,13,0,0,4784,3
"1604",28733,0,0,0,0,0,4650,1
"1605",26965,0,7346,13,0,0,4653,1
"1606",278437,0,50888,26,0,0,4744,5
"1607",5074,0,500,1,0,0,4730,1
"1608",43338,0,1000,4,1000,4,4275,2
"1609",23551,0,2375,12,0,0,4663,1
"1610",32015,0,6000,6,0,0,4574,1
"1611",65435,0,1000,2,500,1,4786,2
"1612",39079,0,3070,5,0,0,4750,2
"1613",108616,0,36476,13,0,0,4644,4
"1614",80154,0,47270,14,0,0,4352,2
"1615",25563,0,303,8,0,0,3511,1
"1616",18007,0,33237,15,0,0,4665,1
"1617",51752,0,25962,20,0,0,4631,2
"1618",21540,0,1188,9,0,0,4791,1
"1619",233057,0,102840,11,0,0,4791,5
"1620",196079,0,56890,21,0,0,4791,5
"1621",276607,0,11430,14,6430,11,4791,5
"1622",20681,0,0,0,0,0,4939,1
"1623",155278,0,27200,16,0,0,4926,4
"1624",194949,0,10121,13,4621,10,4930,5
"1625",307260,783,40533,24,250,1,4791,3
"1626",105588,0,22973,3,0,0,4805,4
"1627",41366,0,27148,15,0,0,4806,2
"1628",59445,0,5500,21,500,2,4843,2
"1629",130920,2643,30299,20,1100,6,4793,4
"1630",49777,2360,12241,12,0,0,4777,2
"1631",58778,0,28325,13,0,0,4919,2
"1632",38224,0,2587,10,0,0,4824,2
"1633",93700,0,58745,14,0,0,4827,2
"1634",533120,0,120983,18,0,0,4827,3
"1635",34941,0,23718,16,0,0,4755,2
"1636",115197,0,17638,24,0,0,4820,4
"1637",31230,0,815,5,815,5,4931,1
"1638",98604,0,17490,15,0,0,4919,4
"1639",385195,0,0,0,0,0,4903,3
"1640",136104,0,68988,51,2069,8,4916,4
"1641",23984,0,2737,14,0,0,4905,1
"1642",169947,0,48140,21,0,0,4895,4
"1643",71264,0,94161,17,1000,2,4903,2
"1644",71610,0,20918,14,0,0,4895,2
"1645",151152,0,13635,21,1100,1,4895,4
"1646",164178,2364,35314,23,1100,3,4883,4
"1647",18601,0,100,1,0,0,4888,1
"1648",49331,0,23572,12,100,1,4888,2
"1649",43326,0,4164,12,0,0,4881,2
"1650",12112,0,0,0,0,0,4882,1
"1651",98343,0,31961,16,0,0,4971,2
"1652",83006,0,45167,13,0,0,4906,2
"1653",110980,0,12900,8,950,4,4853,4
"1654",78032,0,24046,23,0,0,4862,2
"1655",176262,0,12678,8,150,1,4862,4
"1656",239576,0,13301,12,0,0,4849,5
"1657",642756,0,37889,15,1000,2,4841,3
"1658",41370,0,51335,9,0,0,4842,2
"1659",92905,0,1766,10,0,0,4827,2
"1660",7430,0,10500,5,0,0,4791,1
"1661",68390,0,3450,3,950,2,4754,2
"1662",18366,0,1100,3,1100,3,4783,1
"1663",197673,0,48932,15,0,0,4775,5
"1664",11789,0,28756,20,900,2,4775,1
"1665",213539,0,2750,15,0,0,4751,5
"1666",13310,0,0,0,0,0,4755,1
"1667",207395,0,55903,17,500,1,4761,5
"1668",25688,2396,3103,10,0,0,4754,1
"1669",259582,0,3833,21,1762,9,4638,5
"1670",288379,0,15942,8,1442,5,4741,5
"1671",3580,0,130,3,0,0,4730,1
"1672",84305,0,78931,15,0,0,4734,2
"1673",4780,0,0,0,0,0,4733,1
"1674",88192,0,47848,22,500,1,4784,2
"1675",105665,0,31226,13,0,0,4727,4
"1676",24756,0,7720,26,500,2,4723,1
"1677",51304,1362,11611,40,10075,36,4708,2
"1678",12404,0,1950,7,1200,4,4701,1
"1679",80988,0,4413,5,0,0,4707,2
"1680",5617,0,4400,4,400,1,4706,1
"1681",68023,0,119512,33,500,1,4702,2
"1682",108100,0,45113,17,1000,2,4699,2
"1683",17470,0,4100,9,2500,5,4691,1
"1684",138332,0,67836,17,0,0,4692,4
"1685",4087,0,500,4,0,0,4684,1
"1686",40264,0,19137,13,0,0,4684,2
"1687",13290,0,3175,5,0,0,4679,1
"1688",130761,0,52423,15,0,0,4674,4
"1689",14371,0,28723,13,0,0,4671,1
"1690",25322,0,23821,16,0,0,4673,2
"1691",55356,0,23871,15,0,0,4660,2
"1692",134501,0,59855,32,1193,2,4663,4
"1693",63311,0,29318,11,0,0,4667,2
"1694",90307,0,3150,3,650,2,4664,2
"1695",2198,0,16070,12,0,0,4658,1
"1696",43749,5583,9557,5,0,0,4664,2
"1697",7730,0,375,3,0,0,4659,1
"1698",16171,0,2875,16,0,0,4656,1
"1699",192108,1000,10200,3,200,2,4656,5
"1700",35895,0,15720,11,0,0,4649,2
"1701",46578,0,8322,12,0,0,4645,2
"1702",54309,0,6772,7,250,1,4698,2
"1703",45613,0,29117,16,350,1,4625,2
"1704",297127,0,27415,16,0,0,4631,5
"1705",93148,0,7776,18,0,0,4631,2
"1706",27905,0,3794,11,0,0,4628,1
"1707",139983,0,17289,24,100,2,4629,4
"1708",188703,0,62973,53,500,1,4625,5
"1709",19479,0,2250,4,0,0,4625,1
"1710",63635,0,5175,31,50,1,4622,2
"1711",77203,0,66817,16,0,0,4646,2
"1712",19020,0,330,3,0,0,4614,1
"1713",61172,0,6875,10,0,0,4609,2
"1714",7342,0,0,0,0,0,4604,1
"1715",62076,0,11221,15,1050,2,4603,2
"1716",13046,0,0,0,0,0,4597,1
"1717",11527,0,16874,27,3880,6,4583,1
"1718",77814,0,43914,17,0,0,4587,2
"1719",75303,0,74990,15,0,0,4598,2
"1720",7545,0,616,6,0,0,4587,1
"1721",26972,0,0,0,0,0,4587,1
"1722",184805,0,52755,22,0,0,4726,5
"1723",93971,0,62023,22,450,3,4580,2
"1724",66328,0,40522,14,0,0,4575,2
"1725",51745,0,41377,14,0,0,4606,2
"1726",64341,0,63621,13,0,0,4568,2
"1727",49708,0,0,0,0,0,4560,2
"1728",46926,0,27889,15,0,0,4554,2
"1729",199418,1000,25590,39,3199,9,4548,5
"1730",9126,0,1202,13,350,1,4554,1
"1731",95109,0,26149,8,0,0,4593,2
"1732",65706,0,21958,17,0,0,4534,2
"1733",9862,0,31280,15,0,0,4545,1
"1734",253349,0,68947,18,1000,2,4545,5
"1735",25541,0,660,3,0,0,4520,1
"1736",5580,0,60,2,0,0,4533,1
"1737",37514,0,35874,31,500,1,4537,2
"1738",67083,0,4600,4,500,1,4532,2
"1739",92646,0,27177,16,0,0,4523,2
"1740",21110,0,3402,12,0,0,4516,1
"1741",102570,0,70503,20,0,0,4524,4
"1742",15876,0,0,0,0,0,4512,1
"1743",8957,0,0,0,0,0,4509,1
"1744",5375,0,2000,9,0,0,4509,1
"1745",109114,0,31956,27,0,0,4512,4
"1746",23432,0,1162,10,0,0,4510,1
"1747",111384,0,26669,14,0,0,4505,4
"1748",69880,0,4635,5,0,0,4552,2
"1749",11289,0,1500,5,0,0,4492,1
"1750",119676,500,550,4,550,4,4485,4
"1751",21847,0,929,4,903,3,4491,1
"1752",40808,0,38612,27,400,2,4490,2
"1753",47509,0,21210,10,1000,2,4490,2
"1754",20248,0,18507,37,1700,5,4488,1
"1755",3441,0,1643,6,0,0,4484,1
"1756",35216,0,9959,14,0,0,4481,2
"1757",63036,0,9006,14,0,0,4475,2
"1758",20844,0,20844,10,0,0,4474,1
"1759",42420,0,1000,1,0,0,4461,2
"1760",36254,0,7232,7,0,0,4453,2
"1761",22412,0,11654,12,0,0,4460,1
"1762",11512,0,3667,14,0,0,4460,1
"1763",1703,0,1230,4,0,0,4390,1
"1764",51471,0,15505,32,412,1,4450,2
"1765",70518,0,2000,3,1000,2,4450,2
"1766",431824,0,30480,16,500,1,4443,3
"1767",25577,0,33420,18,0,0,4432,2
"1768",17111,0,13577,10,0,0,4434,1
"1769",99336,0,14195,14,500,1,4453,4
"1770",67612,0,0,0,0,0,4442,2
"1771",38918,0,6505,29,618,2,4442,2
"1772",72812,0,16930,17,50,1,4442,2
"1773",134937,0,500,1,0,0,4427,4
"1774",121688,0,31631,15,0,0,4420,4
"1775",162410,0,20203,17,0,0,4420,4
"1776",59821,500,4200,4,200,2,4419,2
"1777",96053,0,2200,6,2200,6,4391,2
"1778",171946,0,19198,28,0,0,4397,4
"1779",15737,0,220,3,0,0,4404,1
"1780",77814,0,14786,11,0,0,4394,2
"1781",53768,0,4798,16,450,1,4387,2
"1782",245731,0,34322,35,0,0,4385,5
"1783",87366,0,18012,16,0,0,4380,2
"1784",56461,0,40190,14,0,0,4359,2
"1785",46855,0,8845,17,0,0,4379,2
"1786",53027,0,0,0,0,0,4585,2
"1787",96610,0,66298,22,0,0,4362,2
"1788",61450,0,7927,10,0,0,4383,2
"1789",18538,0,2200,3,0,0,4344,1
"1790",28319,0,18449,13,0,0,4392,1
"1791",107360,0,15641,15,0,0,4423,4
"1792",32510,0,14568,13,0,0,4341,2
"1793",9753,0,1235,3,0,0,4343,1
"1794",13033,0,1625,6,0,0,4334,1
"1795",17609,0,803,5,803,5,4317,1
"1796",104052,0,6016,12,0,0,4331,2
"1797",13878,0,0,0,0,0,4317,1
"1798",7254,0,0,0,0,0,4323,1
"1799",12560,0,1282,6,1282,6,4324,1
"1800",94938,0,12999,21,0,0,4310,2
"1801",86143,0,29652,11,500,1,4317,2
"1802",138512,0,30130,15,50,1,4313,4
"1803",66875,0,3206,17,0,0,4308,2
"1804",96026,0,25670,19,0,0,4310,2
"1805",31572,0,0,0,0,0,4299,1
"1806",11834,0,0,0,0,0,4306,1
"1807",23552,0,36165,11,0,0,4300,2
"1808",66052,0,8380,8,0,0,4301,2
"1809",55639,0,2750,15,0,0,4299,2
"1810",68226,0,3147,8,200,2,4299,2
"1811",37953,0,62571,28,0,0,4282,2
"1812",17810,0,1375,4,0,0,4294,1
"1813",21915,0,7000,33,0,0,4289,1
"1814",32563,0,4200,3,200,1,4282,1
"1815",49479,0,5500,24,100,1,4282,2
"1816",23854,0,22498,18,250,3,4274,1
"1817",60049,0,0,0,0,0,4278,2
"1818",75112,0,35532,14,500,1,4271,2
"1819",19787,0,2016,9,500,1,4258,1
"1820",30664,0,21242,22,700,5,4268,2
"1821",91716,0,6978,12,0,0,4267,2
"1822",219174,0,4500,5,2000,4,4265,5
"1823",16495,0,18779,11,0,0,4261,1
"1824",25963,0,8183,25,0,0,4244,1
"1825",1701,0,10,1,0,0,4260,1
"1826",73852,0,0,0,0,0,4252,2
"1827",12791,0,0,0,0,0,4246,1
"1828",39020,0,1295,4,0,0,4246,2
"1829",1076,0,11379,8,0,0,4233,1
"1830",34443,1440,2125,10,0,0,4233,1
"1831",4735,0,275,2,0,0,4257,1
"1832",41279,967,3664,4,3164,3,4233,2
"1833",4708,0,1000,1,0,0,4232,1
"1834",63090,0,12059,20,350,3,4231,2
"1835",156544,0,46593,13,0,0,4225,4
"1836",12239,0,2912,5,0,0,4226,1
"1837",101464,0,14610,13,0,0,4223,4
"1838",55147,0,29219,13,0,0,4225,2
"1839",59424,0,36600,23,1000,3,4211,2
"1840",52084,0,4836,7,0,0,4222,2
"1841",368535,0,146201,21,2600,6,4210,3
"1842",116288,0,65073,18,0,0,4209,4
"1843",114508,0,29960,22,1250,8,4226,4
"1844",456509,0,500,1,500,1,4201,3
"1845",19634,0,0,0,0,0,4198,1
"1846",56258,0,38591,23,500,1,4197,2
"1847",102373,0,67212,33,6600,14,4190,4
"1848",20426,0,3993,7,3493,6,4194,1
"1849",13034,0,60000,6,0,0,4169,2
"1850",22455,0,38814,17,0,0,4175,2
"1851",11604,0,95,2,0,0,4177,1
"1852",72510,0,31469,12,0,0,4169,2
"1853",33383,0,0,0,0,0,4163,1
"1854",181200,0,7514,21,0,0,4159,5
"1855",17500,0,17500,2,0,0,4167,1
"1856",22751,0,4500,9,4500,9,4166,1
